Headline,Clickbait,Outlet
"Ex-Clinton Lawyer Who Interfered in DOJ Probe of Vince Foster’s Suicide, Dies at 84",Yes,The Gateway Pundit
REPORT: Israel Comes Under Largest-Ever Cyber Attack in History,Yes,The Gateway Pundit
Breaking: Russia Bombing In Ukraine Near Polish Border Kills Three British Ex-Special Forces Troops,Yes,The Gateway Pundit
Students Evacuated After Assistant Principal at SoCal Middle School Commits Suicide on Campus,Yes,The Gateway Pundit
Maduro Regime Tells Beggar Joe Biden to Pound Sand – Psaki: Importing Venezuela Oil “Not an Active Conversation at This Time” (VIDEO),Yes,The Gateway Pundit
Joe Biden Speaks to League of Cities – Forgets His Mask – Shuffles Off Stage (VIDEO),Yes,The Gateway Pundit
Biden Claims He Discussed Rising Gas Prices as a Kid ‘At the Kitchen Table’ – Gas Prices Were Flat For Biden’s Entire Childhood (VIDEO),Yes,The Gateway Pundit
Joe Biden Says 17 Nobel Prize Winners in Economics Wrote to Him Saying Build Back Better will Ease Inflation,Yes,The Gateway Pundit
“No One Person Should Have Unilateral Authority to Make Decisions For Millions of Americans” – Rand Paul Introduces Amendment to Fire Fauci as NIAID Director,Yes,The Gateway Pundit
Nobody Is Buying Biden’s Bull on Inflation – He Created It – He Owns It,Yes,The Gateway Pundit
"Ana Navarro Goes Full Putin, Calls on the Feds to Investigate Tucker Carlson and Tulsi Gabbard for “Shilling For Putin” (VIDEO)",Yes,The Gateway Pundit
Sign at Virginia Pediatrics Office to Student Athletes: “COVID Vaccination Affects Your Heart – If You Received Doses of Any COVID Shot” We Will Not Clear You “Without Lab Work”,Yes,The Gateway Pundit
Now Pelosi Claims that She Can End Gerrymandering – Through HR1 which Will Also End Free and Fair Elections Forever,Yes,The Gateway Pundit
India Turns to Russia – Considers Buying Discounted Russian Oil ‘at Heavy Discount’,Yes,The Gateway Pundit
Dumbest Statement Yet: Pelosi Argues Spending Trillions Helps Lower National Debt – ‘Global’ Inflation Is Putin’s Fault,Yes,The Gateway Pundit
Pelosi Refuses to Hand Over Emails and Videos from Jan 6 Claiming “Sovereign Immunity”,Yes,The Gateway Pundit
No Integrity: “60 Minutes” Commits Journalism Scam in Shoddy Exposé on Wisconsin Election Fraud Investigation,Yes,The Gateway Pundit
Russia Ups Their Accusations – Blames Deadly Outbreak of Swine Flu in Ukraine that Killed 364 People on US-Funded Biolabs,Yes,The Gateway Pundit
"Thailand Pays Out $45 Million as Compensation to 15,933 People Following Covid-19 Vaccine Adverse Reactions",Yes,The Gateway Pundit
Transgender Serial Killer Shopped at 99 Cent Store with Murder Victim’s Dismembered Leg (VIDEO),Yes,The Gateway Pundit
Still Crying Wolf: Convicted Hate Hoaxer Jussie Smollett Claims He’s Only in Jail Because He’s Black,Yes,The Gateway Pundit
MUST WATCH: Laid-Off Keystone Pipeline Workers SHRED Biden for His Lies About American Oil Production – “I’m Sick of Hearing: ‘This is Putin’s Price Hike'”,Yes,The Gateway Pundit
Russia to Shut Down Meta-Instagram After Tech Giant Allows Calls to Kill Russians,Yes,The Gateway Pundit
“I’m Coming Back For My 23rd Season in Tampa” – BREAKING: Legendary Quarterback Tom Brady Announces a Comeback,Yes,The Gateway Pundit
"ROGER STONE EXCLUSIVE: A Legal, Political and Constitutional Plan to Restore President Trump to the White House",Yes,The Gateway Pundit
Liberal Cities Finally Cleaning Up Homeless Camps — Ahead Of Midterm Elections,Yes,The Gateway Pundit
“F**king Disgraceful” – Donald Trump Jr. Responds to America’s Two-Tiered Judicial System after Rapists Are Sentenced to Probation While Peaceful Trump-Supporters Rot in Jail,Yes,The Gateway Pundit
No One Is Talking About the Mass Food Shortage and Grocery Bill Increases US Is Barreling Toward,Yes,The Gateway Pundit
"Los Angeles Teachers Union Forcing Students to Keep Wearing Masks, Even Though the Mandate is Over",Yes,The Gateway Pundit
NEW: Fully Vaxxed *And Boosted* Barack Obama Tests Positive For Covid-19,Yes,The Gateway Pundit
DeSantis Warns Dems Will “Reimpose” COVID Restrictions After Midterms,Yes,The Gateway Pundit
EXCLUSIVE: American Group Out of Vegas Is One US Firm Providing Consulting and Mercenary Services to Ukraine,Yes,The Gateway Pundit
PATHETIC: RINO Rep Adam Kinzinger Says He Regrets Voting Against First Impeachment Of Trump,Yes,The Gateway Pundit
Police Investigating ‘Unlawful Entry’ Onto Property of Biden’s Deputy National Security Advisor,Yes,The Gateway Pundit
BREAKING EXCLUSIVE: New York Times Denies Journalist Killed in Ukraine Was Working for the Newspaper at Time of His Death,Yes,The Gateway Pundit
Clarence Thomas Issues Warning About The Supreme Court – “My Fear…Is For Your Kids And Grandkids”,Yes,The Gateway Pundit
WATCH: Trump Torches RINO Rep. Nancy Mace During Rally in Her Own State,Yes,The Gateway Pundit
Idaho Gubernatorial Candidate Ammon Bundy Arrested for Trespassing at Hospital,Yes,The Gateway Pundit
"Ouch! Scott Jennings Roasts White House Lackey for Relying on Venezuela, Iran for Gas (VIDEO)",Yes,The Gateway Pundit
President Trump Sues Hillary Clinton and Host of Others in RICO Suit Over Russia Collusion Hoax,Yes,The Gateway Pundit
"OUTRAGE: To Date Not One Single Independent, Objective and Complete Audit of Dominion Voting Machines Used in the 2020 Election Has Taken Place",Yes,The Gateway Pundit
Democrats and Dominion Now Trying to Stop 2020 Election Audit in New Mexico – US House Oversight Committee Getting Involved,Yes,The Gateway Pundit
Mitch McConnell Is Trying to Push Biden’s Pick for Supreme Court Justice Through the Senate Despite Her Horrible Leniency with Pedophiles – Terry Schilling on the War Room (VIDEO),Yes,The Gateway Pundit
"“What They Did in October 2020 Was Treason…We Told You Biden Was Illegitimate and the World Knows It” – Steve Bannon on Xi, Putin and Iran Having Their Way with Biden",Yes,The Gateway Pundit
"“But for my Relationship with the Trump Campaign, There’s No Way I Would Have Been Targeted” – Paul Manafort on His Experience with Mueller Gang",Yes,The Gateway Pundit
“We Are Still in This; We Have a Way to Go” – Dr. Fauci Floats New Covid Restrictions (VIDEO),Yes,The Gateway Pundit
Peace in the Middle East Started “When the Gulf Countries Saw that Somebody [Trump] Was Willing to Stand Up to Iran” – Former Israeli Prime Minister Netanyahu Warns Against Biden’s Iran Deal,Yes,The Gateway Pundit
Pope Francis Speaks Out and Calls Russian Actions in Ukraine “Slaughters and Atrocities”,Yes,The Gateway Pundit
US Senate Candidate Mike Durant: ‘Hard Not to’ Vote for McConnell as Leader,Yes,The Gateway Pundit
Globalist Agency Calls for Energy Lockdowns including Banning Cars on Sundays to Achieve Climate Goals,Yes,The Gateway Pundit
Presidents Bill Clinton and George W. Bush Show Their Support for Ukraine and Lay Flowers at Ukrainian Church,Yes,The Gateway Pundit
Lara Logan Sheds Light on Ukraine and Its History with Globalists (VIDEO),Yes,The Gateway Pundit
Don’t Expect Twitter to Provide Restitution for Censoring and Kicking Americans Off the Platform for Sharing Totally Legit Hunter Biden Laptop Stories,Yes,The Gateway Pundit
Democrats Are Admitting The January 6th Committee Is All About The 2022 Midterms,Yes,The Gateway Pundit
Soros-Backed Secretary of State Katie Hobbs Violates Arizona State Election Law by Shutting Down Election Petition System for Certain Candidates,Yes,The Gateway Pundit
Russia Exploits Ukraine’s Western Flank – Target of One Bombing was NATO-Connected Training Facility in Ukraine,Yes,The Gateway Pundit
‘Eat Lentils Instead of Meat’ – Bloomberg News Tells Peasants Earning ‘Less Than $300K’ How to Deal with Inflation,Yes,The Gateway Pundit
"SHOCKING: NJ Substitute Teacher Arrested After Video of Him Allegedly Masturbating in Front of Students Goes Viral – This Isn’t the First Time, Either",Yes,The Gateway Pundit
Russians Reportedly Use a Hypersonic Missile for the First Time in Ukraine (VIDEO),Yes,The Gateway Pundit
‘I Killed a Lady on the Bridge’ – Florida Bridge Tender Charged with Manslaughter After Elderly Woman Plunged 6 Stories to Her Death,Yes,The Gateway Pundit
Putin’s Press Secretary Dmitry Peskov says Russia Will Use Nuclear Weapons If Faced with Existential Threat (VIDEO),Yes,The Gateway Pundit
Turncoat Deep Stater Bill Barr Yelled at President Trump About Concerns with Hunter Biden’s Laptop – Did Nothing,Yes,The Gateway Pundit
"GRIM MILESTONE Ignored by Fake News Media: US COVID Deaths to Pass 1 Million Mark Today — More than 600,000 Deaths Under Joe Biden",Yes,The Gateway Pundit
"WATCH: Biden’s SCOTUS Pick Says She ‘Can’t’ Define What A Woman Is “I Can’t, I’m Not a Biologist”",Yes,The Gateway Pundit
Israel’s Covid-19 Cases Surge – 83.1% are Vaccinated – Infection Rate Rise to Highest Level in a Month,Yes,The Gateway Pundit
Far Left BuzzFeed’s News Operation Is Losing $10 Million a Year – Shareholders Want a Change,Yes,The Gateway Pundit
"HORROR: Group of Teens Carjack 73-Year-Old Grandmother, Drag Her to Death in Front of Neighbors",Yes,The Gateway Pundit
Schweitzer: NYT’s Acknowledgement of ‘Laptop From Hell’ Indicates Lawyers for the Biden Crime Family are “Extremely Concerned Hunter Biden’s Going to Be Indicted” – (VIDEO),Yes,The Gateway Pundit
Smash-and-Grab Thieves Steal Millions in Jewelry from Beverly Hills Jewelry Store in Broad Daylight Heist (VIDEO),Yes,The Gateway Pundit
Former Drudge Report Editor Launches ‘Off The Press’ News Aggregation Site: ‘Readers Were Clearly Starving For A Common-Sense Conservative Alternative’,Yes,The Gateway Pundit
BREAKING: Fully Vaxxed *And Boosted* Hillary Clinton Tests Positive For Covid-19,Yes,The Gateway Pundit
TRAGIC: 6 Teen Girls Killed in Oklahoma Crash with Semi-Truck,Yes,The Gateway Pundit
VIDEO: Ted Cruz GRILLS Ketanji Jackson Over Her Leniency For Sexual Predators – Jackson Cut Recommended Sentences by Nearly HALF in 100% of Child Porn Cases,Yes,The Gateway Pundit
WATCH: Black Man Seen Drawing Swastika on Manhattan Building Near Grand Central Station,Yes,The Gateway Pundit
JUST IN: YouTube Suspends Right Side Broadcasting Network (RSBN) AHEAD OF TRUMP RALLY,Yes,The Gateway Pundit
Mystery: Bob Saget Hotel Room Photos Show Padded Headboard and Carpeted Floor… So How Did He Have Such Severe Skull Fractures?,Yes,The Gateway Pundit
President Trump Tells Arizona Attorney General Mark Brnovich To Issue Warrants In 2020 Election Fraud Case: “The Supervisors Just Won’t Release The Information—It Must Really Be Bad!”,Yes,The Gateway Pundit
Governor DeSantis Issues Proclamation Rejecting NCAA ‘Trans Champion’ And Declares Female Emma Weyant Rightful Winner,Yes,The Gateway Pundit
Joe Rogan Points Out How Leftists Completely Flipped Their Narrative on Ukraine (VIDEO),Yes,The Gateway Pundit
DEVELOPING: Psaki Tests Positive For Covid-19 After Two Meetings with Joe Biden,Yes,The Gateway Pundit
More Proof Democrats Hate America: SCOTUS Nominee Ketanji Jackson Defended Islamist Terrorists – Called US President a “War Criminal”,Yes,The Gateway Pundit
"People Magazine Warns ‘Blood Clots Like Hailey Bieber’s’ Are Happening in ‘Younger and Younger People,'” Ignores Lethal COVID Vaccine Effects",Yes,The Gateway Pundit
Pope Francis Fudges Wording of Fatima’s Warning on the Consecration of Russia,Yes,The Gateway Pundit
BREAKING: Biden DOJ Spied on Project Veritas Journalists with Sealed Search Warrants – Then Concealed Communications from Federal Judge (VIDEO),Yes,The Gateway Pundit
Russian Parliament Chair Calls for Joe Biden’s Impeachment over Illegal Funding of Azov Battalion,Yes,The Gateway Pundit
Attorney for Eric Greitens Calls Accusations by Ex-Wife “Completely Fabricated” and “Baseless”,Yes,The Gateway Pundit
Attorney Davis: Democrats Are Acting Like “Groomers” in Defending Judge Ketanji Jackson’s Leniency of Child Predators and Child Porn Distributors (VIDEO),Yes,The Gateway Pundit
In Recognition of the NY Times Admitting Hunter’s Laptop Was Real – A Special Figurine Commemorating Hunter’s Most Iconic Laptop Pic,Yes,The Gateway Pundit
We Now Know Why Biden Called a Man “Fat” and Challenged Him to a Pushup Contest in 2019 When He Accused Biden and Hunter of Pay-to-Play in Ukraine,Yes,The Gateway Pundit
Alex Jones Was Right Again — In 2003 Alex Jones Warned Audience of the Threat of a Globalist New World Order (VIDEO),Yes,The Gateway Pundit
Far Left Control Freak Gets in Front of Trucker Convoy on His Bike and Pedals Slowly to Agitate Truckers,Yes,The Gateway Pundit
"Tucker Carlson Calls Out Zelensky for Seizing Control of Ukraine’s Media Outlets and Banning Opposition Political Parties! “THIS IS AUTHORITARIANISM, IT’S NOT DEMOCRACY!”",Yes,The Gateway Pundit
Ukraine Admits To Placing Artillery In Residential Areas Following Russian Missile Strike,Yes,The Gateway Pundit
“That’s the Battle Across America. McConnell versus Trump in a War for the Heart and Soul of the Republican Party” – Mo Brooks on The War Room (VIDEO),Yes,The Gateway Pundit
POLL: Majority Of Voters Blame Joe Biden’s Policies For Inflation,Yes,The Gateway Pundit
"Miami Beach Declares State of Emergency, Imposes Curfew After Weekend of Spring Break Shootings",Yes,The Gateway Pundit
Psaki Warns World Will Suffer Food Shortages Due to Russia-Ukraine Conflict (VIDEO),Yes,The Gateway Pundit
Biden Says the Quiet Part Out Loud: “There’s Going to be a New World Order Out There and We’ve Gotta Lead It” (VIDEO),Yes,The Gateway Pundit
“I’d Be Honored to Replace Young” – Sarah Palin Says She Considers Running for Congress Following Alaska Rep’s Death (VIDEO),Yes,The Gateway Pundit
Judge Halts DC Law Allowing Minors to Get Vaccinated Without Parental Consent,Yes,The Gateway Pundit
“It’s Coming” – Joe Biden Casually Says Russia is Planning a Cyberattack Against the United States (VIDEO),Yes,The Gateway Pundit
